"long","lat","variety","seeding_rate","seed_spacing","speed"
-91.8494460996778,40.3765433515063,"DKC63-33RIB",38.2962,5.4598,4.73
-91.8494457996779,40.3765622515063,"DKC63-33RIB",38.2952,5.4599,4.73
-91.8494453996778,40.3765812515063,"DKC63-33RIB",38.3642,5.4501,4.73
-91.8494452996779,40.3766003515063,"DKC63-33RIB",38.3402,5.4535,4.74
-91.8494449996778,40.3766193515063,"DKC63-33RIB",38.2852,5.4614,4.74
-91.8494448996778,40.3766383515063,"DKC63-33RIB",38.2982,5.4595,4.74
-91.8494441996778,40.3766574515063,"DKC63-33RIB",38.3172,5.4568,4.74
-91.8494440996779,40.3766764515063,"DKC63-33RIB",38.2992,5.4594,4.74
-91.8494437996778,40.3766954515063,"DKC63-33RIB",38.3112,5.4576,4.74
-91.8494437996778,40.3767144515063,"DKC63-33RIB",38.3502,5.4521,4.73
-91.8494432996778,40.3767334515063,"DKC63-33RIB",38.3652,5.45,4.73
-91.8494431996779,40.3767525515063,"DKC63-33RIB",38.3672,5.4497,4.73
-91.8494427996778,40.3767716515063,"DKC63-33RIB",38.3142,5.4572,4.75
-91.8494424996778,40.3767906515063,"DKC63-33RIB",38.3142,5.4572,4.76
-91.8494420996778,40.3768097515063,"DKC63-33RIB",38.3252,5.4557,4.75
-91.8494418996778,40.3768288515063,"DKC63-33RIB",38.3112,5.4576,4.75
-91.8494413996778,40.3768480515063,"DKC63-33RIB",38.3682,5.4495,4.75
-91.8494411996779,40.3768672515063,"DKC63-33RIB",38.3452,5.4528,4.76
-91.8494408996778,40.3768862515063,"DKC63-33RIB",38.3882,5.4467,4.77
-91.8494407996779,40.3769054515063,"DKC63-33RIB",38.3482,5.4524,4.77
-91.8494403996778,40.3769246515063,"DKC63-33RIB",38.3402,5.4535,4.77
-91.8494400996778,40.3769438515063,"DKC63-33RIB",38.3202,5.4564,4.78
-91.8494397996779,40.3769630515063,"DKC63-33RIB",38.2652,5.4642,4.79
-91.8494394996778,40.3769822515063,"DKC63-33RIB",38.2802,5.4621,4.78
-91.8494393996778,40.3770014515063,"DKC63-33RIB",38.3182,5.4567,4.78
-91.8494389996778,40.3770205515063,"DKC63-33RIB",38.3092,5.4579,4.77
-91.8494387996779,40.3770397515063,"DKC63-33RIB",38.2932,5.4602,4.77
-91.8494383996779,40.3770587515063,"DKC63-33RIB",38.3062,5.4584,4.77
-91.8494377996778,40.3770779515063,"DKC63-33RIB",38.2942,5.4601,4.76
-91.8494378996779,40.3770970515063,"DKC63-33RIB",38.2482,5.4666,4.76
-91.8494374996778,40.3771200515063,"DKC63-33RIB",38.2392,5.4679,4.76
-91.8494371996779,40.3771351515063,"DKC63-33RIB",38.2532,5.4659,4.76
-91.8494366996779,40.3771543515063,"DKC63-33RIB",38.3102,5.4578,4.75
-91.8494362996778,40.3771734515063,"DKC63-33RIB",38.3072,5.4582,4.75
-91.8494361996779,40.3771924515063,"DKC63-33RIB",38.1772,5.4768,4.75
-91.8494358996778,40.3772115515063,"DKC63-33RIB",37.8612,5.5225,4.75
-91.8494354996779,40.3772305515063,"DKC63-33RIB",37.6562,5.5526,4.75
-91.8494350996778,40.3772494515063,"DKC63-33RIB",37.4991,5.5758,4.73
-91.8494351996778,40.3772683515063,"DKC63-33RIB",37.6072,5.5598,4.72
-91.8494347996779,40.3772874515063,"DKC63-33RIB",37.6602,5.552,4.73
-91.8494344996779,40.3773064515063,"DKC63-33RIB",37.5132,5.5737,4.73
-91.8494340996779,40.3773254515063,"DKC63-33RIB",37.5072,5.5746,4.73
-91.8494338996778,40.3773444515063,"DKC63-33RIB",37.8032,5.531,4.72
-91.8494335996779,40.3773634515063,"DKC63-33RIB",38.0852,5.49,4.74
-91.8494333996778,40.3773824515063,"DKC63-33RIB",38.2552,5.4656,4.73
-91.8494330996779,40.3774014515063,"DKC63-33RIB",38.1222,5.4847,4.73
-91.8494327996778,40.3774204515063,"DKC63-33RIB",38.1802,5.4764,4.73
-91.8494323996779,40.3774393515063,"DKC63-33RIB",38.1432,5.4817,4.72
-91.8494321996778,40.3774582515063,"DKC63-33RIB",38.2792,5.4622,4.72
-91.8494316996779,40.3774772515063,"DKC63-33RIB",38.2662,5.4641,4.71
-91.8494314996778,40.3774962515063,"DKC63-33RIB",38.2562,5.4655,4.73
-91.8494307996778,40.3775152515063,"DKC63-33RIB",38.2562,5.4655,4.73
-91.8494309996778,40.3775342515063,"DKC63-33RIB",38.2522,5.4661,4.74
-91.8494305996778,40.3775533515063,"DKC63-33RIB",38.2362,5.4684,4.74
-91.8494301996779,40.3775723515063,"DKC63-33RIB",38.2482,5.4666,4.74
-91.8494301996779,40.3775914515063,"DKC63-33RIB",38.2032,5.4731,4.74
-91.8494297996778,40.3776103515063,"DKC63-33RIB",38.2162,5.4712,4.74
-91.8494296996779,40.3776295515063,"DKC63-33RIB",38.2422,5.4675,4.75
-91.8494293996778,40.3776485515063,"DKC63-33RIB",38.2502,5.4664,4.74
-91.8494289996779,40.3776675515063,"DKC63-33RIB",38.2842,5.4615,4.75
-91.8494287996779,40.3776867515063,"DKC63-33RIB",38.2802,5.4621,4.75
-91.8494285996779,40.3777058515063,"DKC63-33RIB",38.2672,5.4639,4.76
-91.8494280996779,40.3777248515063,"DKC63-33RIB",38.2812,5.4619,4.76
-91.8494278996778,40.3777440515063,"DKC63-33RIB",38.2872,5.4611,4.76
-91.8494278996778,40.3777630515063,"DKC63-33RIB",38.2782,5.4624,4.76
-91.8494272996778,40.3777822515063,"DKC63-33RIB",38.3182,5.4567,4.76
-91.8494271996778,40.3778014515063,"DKC63-33RIB",38.2912,5.4605,4.76
-91.8494265996779,40.3778205515063,"DKC63-33RIB",38.2882,5.4609,4.77
-91.8494261996779,40.3778396515063,"DKC63-33RIB",38.2752,5.4628,4.78
-91.8494259996778,40.3778589515063,"DKC63-33RIB",38.2552,5.4656,4.77
-91.8494256996779,40.3778779515063,"DKC63-33RIB",38.2672,5.4639,4.77
-91.8494254996778,40.3778971515063,"DKC63-33RIB",38.2502,5.4664,4.77
-91.8494250996778,40.3779162515063,"DKC63-33RIB",38.2652,5.4642,4.77
-91.8494246996779,40.3779354515063,"DKC63-33RIB",38.2582,5.4652,4.77
-91.8494243996778,40.3779544515063,"DKC63-33RIB",38.2552,5.4656,4.76
-91.8494240996778,40.3779736515063,"DKC63-33RIB",38.2932,5.4602,4.76
-91.8494236996778,40.3779927515063,"DKC63-33RIB",38.2812,5.4619,4.76
-91.8494235996778,40.3780118515063,"DKC63-33RIB",38.2752,5.4628,4.76
-91.8494233996778,40.3780310515063,"DKC63-33RIB",38.2882,5.4609,4.76
-91.8494230996778,40.3780501515063,"DKC63-33RIB",38.2182,5.4709,4.77
-91.8494230996778,40.3780691515063,"DKC63-33RIB",38.2252,5.4699,4.76
-91.8494226996778,40.3780882515063,"DKC63-33RIB",38.2302,5.4692,4.75
-91.8494221996778,40.3781074515063,"DKC63-33RIB",38.2172,5.4711,4.76
-91.8494220996779,40.3781264515063,"DKC63-33RIB",38.2042,5.4729,4.76
-91.8494221996778,40.3781454515063,"DKC63-33RIB",38.2332,5.4688,4.75
-91.8494215996779,40.3781645515063,"DKC63-33RIB",38.3162,5.4569,4.74
-91.8494215996779,40.3781836515063,"DKC63-33RIB",38.1522,5.4804,4.74
-91.8494210996779,40.3782026515063,"DKC63-33RIB",37.9462,5.5101,4.75
-91.8494207996778,40.3782216515063,"DKC63-33RIB",37.5242,5.5721,4.74
-91.8494205996779,40.3782408515063,"DKC63-33RIB",37.9162,5.5145,4.75
-91.8494199996778,40.3782599515063,"DKC63-33RIB",37.9112,5.5152,4.76
-91.8494199996778,40.3782789515063,"DKC63-33RIB",37.8402,5.5256,4.75
-91.8494194996779,40.3782980515063,"DKC63-33RIB",37.8062,5.5306,4.75
-91.8494192996778,40.3783170515063,"DKC63-33RIB",38.1762,5.4769,4.74
-91.8494188996778,40.3783360515063,"DKC63-33RIB",37.5642,5.5662,4.74
-91.8494188996778,40.3783551515063,"DKC63-33RIB",37.2021,5.6203,4.74
-91.8494183996778,40.3783742515063,"DKC63-33RIB",37.1341,5.6306,4.75
-91.8494177996779,40.3783931515063,"DKC63-33RIB",37.0581,5.6422,4.74
-91.8494176996778,40.3784122515063,"DKC63-33RIB",37.0161,5.6486,4.74
-91.8494176996778,40.3784311515063,"DKC63-33RIB",37.1441,5.6291,4.73
-91.8494170996779,40.3784501515063,"DKC63-33RIB",37.1701,5.6252,4.73
-91.8494167996779,40.3784692515063,"DKC63-33RIB",37.1251,5.632,4.73
-91.8494165996779,40.3784882515063,"DKC63-33RIB",37.1251,5.632,4.74
-91.8494161996778,40.3785073515063,"DKC63-33RIB",37.1061,5.6349,4.74
-91.8494161996778,40.3785263515063,"DKC63-33RIB",37.1191,5.6329,4.75
-91.8494158996779,40.3785453515063,"DKC63-33RIB",37.1231,5.6323,4.73
-91.8494157996778,40.3785644515063,"DKC63-33RIB",37.1321,5.6309,4.75
-91.8494152996778,40.3785834515063,"DKC63-33RIB",37.1261,5.6318,4.74
-91.8494151996778,40.3786024515063,"DKC63-33RIB",37.1441,5.6291,4.74
-91.8494149996778,40.3786138515063,"DKC63-33RIB",37.1011,5.6356,4.74
-91.8494146996779,40.3786404515063,"DKC63-33RIB",37.0441,5.6443,4.73
-91.8494140996778,40.3786594515063,"DKC63-33RIB",36.8121,5.6799,4.74
-91.8494136996779,40.3786784515063,"DKC63-33RIB",37.0681,5.6407,4.73
-91.8494133996778,40.3786973515063,"DKC63-33RIB",37.0811,5.6387,4.73
-91.8494132996778,40.3787165515063,"DKC63-33RIB",37.0931,5.6369,4.74
-91.8494129996779,40.3787355515063,"DKC63-33RIB",37.0851,5.6381,4.73
-91.8494125996778,40.3787545515063,"DKC63-33RIB",37.0601,5.6419,4.74
-91.8494121996778,40.3787735515063,"DKC63-33RIB",37.0381,5.6452,4.74
-91.8494121996778,40.3787925515063,"DKC63-33RIB",37.0631,5.6414,4.74
-91.8494117996779,40.3788116515063,"DKC63-33RIB",37.0631,5.6414,4.74
-91.8494115996779,40.3788307515063,"DKC63-33RIB",36.9621,5.6568,4.74
-91.8494111996778,40.3788497515063,"DKC63-33RIB",37.0881,5.6376,4.74
-91.8494105996779,40.3788688515063,"DKC63-33RIB",37.1051,5.635,4.75
-91.8494104996778,40.3788879515063,"DKC63-33RIB",37.1191,5.6329,4.75
-91.8494102996778,40.3789068515063,"DKC63-33RIB",37.1361,5.6303,4.74
-91.8494100996779,40.3789259515063,"DKC63-33RIB",37.1491,5.6284,4.75
-91.8494094996778,40.3789449515063,"DKC63-33RIB",37.1341,5.6306,4.73
-91.8494094996778,40.3789638515063,"DKC63-33RIB",37.1181,5.6331,4.73
-91.8494089996778,40.3789829515063,"DKC63-33RIB",37.1381,5.63,4.73
-91.8494087996778,40.3790020515063,"DKC63-33RIB",37.1371,5.6302,4.74
-91.8494084996778,40.3790211515063,"DKC63-33RIB",37.1481,5.6285,4.75
-91.8494082996778,40.3790402515063,"DKC63-33RIB",37.2171,5.6181,4.75
-91.8494078996778,40.3790592515063,"DKC63-33RIB",37.4311,5.586,4.76
-91.8494075996778,40.3790784515063,"DKC63-33RIB",37.2111,5.619,4.76
-91.8494072996778,40.3790974515063,"DKC63-33RIB",37.2001,5.6206,4.75
-91.8494068996778,40.3791165515063,"DKC63-33RIB",37.1921,5.6219,4.76
-91.8494062996779,40.3791348515063,"DKC63-33RIB",37.2281,5.6164,4.73
-91.8494064996779,40.3791500515063,"DKC63-33RIB",37.3421,5.5993,3.84
-91.8494062996779,40.3791660515063,"DKC63-33RIB",37.7442,5.5396,3.94
-91.8494059996779,40.3791819515063,"DKC63-33RIB",37.8172,5.5289,3.93
-91.8494056996778,40.3791975515063,"DKC63-33RIB",37.8712,5.5211,3.96
-91.8494054996778,40.3792112515063,"DKC63-33RIB",37.8712,5.5211,3.79
-91.8492580996779,40.3792467515063,"DKC63-33RIB",37.8712,5.5211,3.58
-91.8492626996779,40.3791891515063,"DKC63-33RIB",37.8712,5.5211,3.59
-91.8492627996778,40.3792373515063,"DKC63-33RIB",37.8712,5.5211,2.28
-91.8492619996779,40.3792271515063,"DKC63-33RIB",37.8712,5.5211,2.36
-91.8492626996779,40.3792121515063,"DKC63-33RIB",29.2811,7.1407,3.83
-91.8492627996778,40.3791970515063,"DKC63-33RIB",29.2811,7.1407,3.83
-91.8492625996778,40.3791813515063,"DKC63-33RIB",29.2811,7.1407,3.86
-91.8492632996778,40.3791662515063,"DKC63-33RIB",34.0241,6.1453,3.85
-91.8492635996779,40.3791545515063,"DKC63-33RIB",35.4881,5.8918,2.85
-91.8492635996779,40.3791407515063,"DKC63-33RIB",35.4881,5.8918,3.39
-91.8492631996778,40.3791240515063,"DKC63-33RIB",35.7891,5.8422,3.95
-91.8492633996779,40.3791068515063,"DKC63-33RIB",35.7891,5.8422,4.21
-91.8492634996778,40.3790885515063,"DKC63-33RIB",34.8091,6.0067,4.37
-91.8492637996778,40.3790691515063,"DKC63-33RIB",34.6631,6.032,4.52
-91.8492642996779,40.3790500515063,"DKC63-33RIB",34.5171,6.0575,4.69
-91.8492641996778,40.3790309515063,"DKC63-33RIB",34.6291,6.0379,4.78
-91.8492644996778,40.3790119515063,"DKC63-33RIB",34.7701,6.0135,4.76
-91.8492645996779,40.3789929515063,"DKC63-33RIB",35.0881,5.959,4.74
-91.8492653996778,40.3789739515063,"DKC63-33RIB",35.4091,5.9049,4.73
-91.8492652996779,40.3789549515063,"DKC63-33RIB",35.5881,5.8752,4.73
-91.8492656996778,40.3789358515063,"DKC63-33RIB",35.7061,5.8558,4.73
-91.8492658996778,40.3789169515063,"DKC63-33RIB",35.7921,5.8418,4.74
-91.8492662996779,40.3788979515063,"DKC63-33RIB",35.9121,5.8222,4.72
-91.8492664996779,40.3788786515063,"DKC63-33RIB",36.0391,5.8017,4.75
-91.8492670996778,40.3788597515063,"DKC63-33RIB",36.0821,5.7948,4.74
-91.8492672996778,40.3788407515063,"DKC63-33RIB",36.1721,5.7804,4.75
-91.8492677996778,40.3788216515063,"DKC63-33RIB",36.2461,5.7686,4.74
-91.8492680996778,40.3788026515063,"DKC63-33RIB",36.3001,5.76,4.74
-91.8492681996779,40.3787835515063,"DKC63-33RIB",36.3861,5.7464,4.75
-91.8492685996778,40.3787645515063,"DKC63-33RIB",36.4341,5.7388,4.74
-91.8492685996778,40.3787454515063,"DKC63-33RIB",36.6611,5.7033,4.75
-91.8492691996778,40.3787264515063,"DKC63-33RIB",36.6271,5.7086,4.74
-91.8492693996779,40.3787074515063,"DKC63-33RIB",36.6551,5.7042,4.74
-91.8492696996778,40.3786883515063,"DKC63-33RIB",36.8951,5.6671,4.74
-91.8492695996779,40.3786693515063,"DKC63-33RIB",37.0481,5.6437,4.74
-91.8492699996778,40.3786504515063,"DKC63-33RIB",37.2271,5.6166,4.74
-91.8492705996779,40.3786312515063,"DKC63-33RIB",37.3181,5.6029,4.74
-91.8492706996778,40.3786122515063,"DKC63-33RIB",37.3651,5.5958,4.74
-91.8492708996778,40.3785933515063,"DKC63-33RIB",37.3441,5.599,4.73
-91.8492711996778,40.3785739515063,"DKC63-33RIB",37.3061,5.6047,4.75
-91.8492717996779,40.3785550515063,"DKC63-33RIB",37.2441,5.614,4.75
-91.8492715996778,40.3785359515063,"DKC63-33RIB",37.2811,5.6084,4.76
-91.8492723996778,40.3785169515063,"DKC63-33RIB",37.3221,5.6023,4.74
-91.8492727996778,40.3784978515063,"DKC63-33RIB",37.3131,5.6036,4.75
-91.8492728996778,40.3784788515063,"DKC63-33RIB",37.2741,5.6095,4.75
-91.8492729996779,40.3784598515063,"DKC63-33RIB",37.3221,5.6023,4.74
-91.8492733996779,40.3784408515063,"DKC63-33RIB",37.3441,5.599,4.73
-91.8492733996779,40.3784217515063,"DKC63-33RIB",37.3321,5.6008,4.74
-91.8492739996778,40.3784027515063,"DKC63-33RIB",37.3081,5.6044,4.73
-91.8492742996778,40.3783838515063,"DKC63-33RIB",37.2721,5.6098,4.73
-91.8492747996778,40.3783648515063,"DKC63-33RIB",37.2881,5.6074,4.73
-91.8492747996778,40.3783457515063,"DKC63-33RIB",37.2841,5.608,4.74
-91.8492749996778,40.3783268515063,"DKC63-33RIB",37.2721,5.6098,4.73
-91.8492753996779,40.3783077515063,"DKC63-33RIB",37.2571,5.612,4.73
-91.8492755996779,40.3782888515063,"DKC63-33RIB",37.2691,5.6102,4.73
-91.8492760996779,40.3782696515063,"DKC63-33RIB",37.2621,5.6113,4.74
-91.8492761996778,40.3782506515063,"DKC63-33RIB",37.2511,5.6129,4.75
-91.8492766996778,40.3782316515063,"DKC63-33RIB",37.2691,5.6102,4.75
-91.8492768996778,40.3782124515063,"DKC63-33RIB",37.2561,5.6122,4.75
-91.8492771996778,40.3781935515063,"DKC63-33RIB",37.2621,5.6113,4.74
-91.8492776996779,40.3781744515063,"DKC63-33RIB",37.2751,5.6093,4.74
-91.8492776996779,40.3781554515063,"DKC63-33RIB",37.3281,5.6014,4.74
-91.8492780996778,40.3781364515063,"DKC63-33RIB",37.3121,5.6038,4.74
-91.8492782996778,40.3781174515063,"DKC63-33RIB",37.2961,5.6062,4.74
-91.8492787996778,40.3780983515063,"DKC63-33RIB",37.4151,5.5883,4.74
-91.8492789996778,40.3780792515063,"DKC63-33RIB",38.0342,5.4974,4.74
-91.8492793996779,40.3780602515063,"DKC63-33RIB",38.4072,5.444,4.75
-91.8492795996778,40.3780411515063,"DKC63-33RIB",38.3802,5.4478,4.75
-91.8492797996778,40.3780220515063,"DKC63-33RIB",38.4202,5.4422,4.75
-91.8492798996779,40.3780028515063,"DKC63-33RIB",38.0362,5.4971,4.76
-91.8492801996778,40.3779838515063,"DKC63-33RIB",38.2642,5.4644,4.76
-91.8492807996778,40.3779646515063,"DKC63-33RIB",38.3352,5.4542,4.77
-91.8492808996779,40.3779455515063,"DKC63-33RIB",38.3652,5.45,4.76
-91.8492811996778,40.3779265515063,"DKC63-33RIB",38.2642,5.4644,4.75
-91.8492815996779,40.3779074515063,"DKC63-33RIB",38.2952,5.4599,4.74
-91.8492817996779,40.3778882515063,"DKC63-33RIB",38.2742,5.4629,4.75
-91.8492821996778,40.3778691515063,"DKC63-33RIB",38.2992,5.4594,4.76
-91.8492821996778,40.3778500515063,"DKC63-33RIB",38.3052,5.4585,4.77
-91.8492827996779,40.3778310515063,"DKC63-33RIB",38.2802,5.4621,4.75
-91.8492830996778,40.3778116515063,"DKC63-33RIB",38.3222,5.4561,4.77
-91.8492831996778,40.3777924515063,"DKC63-33RIB",38.2592,5.4651,4.77
-91.8492835996778,40.3777733515063,"DKC63-33RIB",38.2712,5.4634,4.79
-91.8492838996778,40.3777541515063,"DKC63-33RIB",38.2582,5.4652,4.78
-91.8492843996779,40.3777349515063,"DKC63-33RIB",38.2572,5.4654,4.78
-91.8492845996778,40.3777157515063,"DKC63-33RIB",38.2482,5.4666,4.78
-91.8492849996778,40.3776964515063,"DKC63-33RIB",38.2672,5.4639,4.79
-91.8492849996778,40.3776772515063,"DKC63-33RIB",38.2242,5.4701,4.78
-91.8492852996778,40.3776581515063,"DKC63-33RIB",38.2002,5.4735,4.78
-91.8492856996778,40.3776389515063,"DKC63-33RIB",38.2192,5.4708,4.77
-91.8492856996778,40.3776198515063,"DKC63-33RIB",38.2662,5.4641,4.77
-91.8492861996778,40.3776005515063,"DKC63-33RIB",38.2482,5.4666,4.78
-91.8492864996778,40.3775815515063,"DKC63-33RIB",38.2202,5.4706,4.77
-91.8492868996778,40.3775624515063,"DKC63-33RIB",38.2012,5.4734,4.77
-91.8492872996779,40.3775432515063,"DKC63-33RIB",38.2722,5.4632,4.76
-91.8492875996779,40.3775241515063,"DKC63-33RIB",38.2372,5.4682,4.76
-91.8492878996778,40.3775051515063,"DKC63-33RIB",38.2642,5.4644,4.76
-91.8492879996779,40.3774860515063,"DKC63-33RIB",38.2992,5.4594,4.75
-91.8492884996779,40.3774669515063,"DKC63-33RIB",38.2632,5.4645,4.75
-91.8492888996778,40.3774479515063,"DKC63-33RIB",38.3052,5.4585,4.74
-91.8492889996779,40.3774289515063,"DKC63-33RIB",38.2982,5.4595,4.74
-91.8492890996778,40.3774098515063,"DKC63-33RIB",38.0852,5.49,4.73
-91.8492893996778,40.3773908515063,"DKC63-33RIB",37.3461,5.5987,4.74
-91.8492897996778,40.3773718515063,"DKC63-33RIB",37.7032,5.5457,4.73
-91.8492902996778,40.3773529515063,"DKC63-33RIB",37.6902,5.5476,4.74
-91.8492903996779,40.3773338515063,"DKC63-33RIB",37.4371,5.5851,4.74
-91.8492905996778,40.3773148515063,"DKC63-33RIB",37.3711,5.5949,4.73
-91.8492908996779,40.3772959515063,"DKC63-33RIB",37.3611,5.5964,4.72
-91.8492911996779,40.3772769515063,"DKC63-33RIB",37.4961,5.5763,4.73
-91.8492916996778,40.3772580515063,"DKC63-33RIB",38.2262,5.4698,4.72
-91.8492916996778,40.3772391515063,"DKC63-33RIB",38.4162,5.4427,4.72
-91.8492918996779,40.3772201515063,"DKC63-33RIB",38.1942,5.4744,4.72
-91.8492923996779,40.3772012515063,"DKC63-33RIB",38.3292,5.4551,4.71
-91.8492928996778,40.3771822515063,"DKC63-33RIB",38.2392,5.4679,4.71
-91.8492928996778,40.3771633515063,"DKC63-33RIB",38.2542,5.4658,4.72
-91.8492932996779,40.3771443515063,"DKC63-33RIB",38.2382,5.4681,4.72
-91.8492934996779,40.3771253515063,"DKC63-33RIB",38.2932,5.4602,4.72
-91.8492941996778,40.3771064515063,"DKC63-33RIB",38.2522,5.4661,4.72
-91.8492942996779,40.3770873515063,"DKC63-33RIB",38.2672,5.4639,4.73
-91.8492945996778,40.3770683515063,"DKC63-33RIB",38.2572,5.4654,4.74
-91.8492946996779,40.3770493515063,"DKC63-33RIB",38.2392,5.4679,4.73
-91.8492949996779,40.3770302515063,"DKC63-33RIB",38.2462,5.4669,4.74
-91.8492954996779,40.3770111515063,"DKC63-33RIB",38.2152,5.4714,4.75
-91.8492951996779,40.3769921515063,"DKC63-33RIB",38.1762,5.4769,4.75
-91.8492958996779,40.3769730515063,"DKC63-33RIB",38.2302,5.4692,4.76
-91.8492959996778,40.3769539515063,"DKC63-33RIB",38.2482,5.4666,4.75
-91.8492963996779,40.3769349515063,"DKC63-33RIB",38.2222,5.4704,4.75
-91.8492968996779,40.3769159515063,"DKC63-33RIB",38.2622,5.4646,4.74
-91.8492970996779,40.3768968515063,"DKC63-33RIB",38.2682,5.4638,4.74
-91.8492973996779,40.3768778515063,"DKC63-33RIB",38.2532,5.4659,4.74
-91.8492973996779,40.3768587515063,"DKC63-33RIB",38.3062,5.4584,4.75
-91.8492980996779,40.3768397515063,"DKC63-33RIB",38.2762,5.4626,4.74
-91.8492982996779,40.3768206515063,"DKC63-33RIB",38.2592,5.4651,4.76
-91.8492986996778,40.3768015515063,"DKC63-33RIB",38.2852,5.4614,4.75
-91.8492985996779,40.3767825515063,"DKC63-33RIB",38.2772,5.4625,4.75
-91.8492992996779,40.3767634515063,"DKC63-33RIB",38.3242,5.4558,4.75
-91.8492995996778,40.3767443515063,"DKC63-33RIB",38.3132,5.4574,4.74
-91.8492995996778,40.3767253515063,"DKC63-33RIB",38.3192,5.4565,4.75
-91.8492996996778,40.3767062515063,"DKC63-33RIB",38.3492,5.4522,4.76
-91.8493002996779,40.3766871515063,"DKC63-33RIB",38.3512,5.452,4.75
-91.8493006996779,40.3766680515063,"DKC63-33RIB",38.3382,5.4538,4.76
-91.8493007996778,40.3766490515063,"DKC63-33RIB",38.3902,5.4464,4.75
-91.8493009996779,40.3766299515063,"DKC63-33RIB",38.4092,5.4437,4.76
-91.8493013996779,40.3766108515063,"DKC63-33RIB",38.4452,5.4386,4.75
-91.8493017996778,40.3765917515063,"DKC63-33RIB",38.4402,5.4393,4.75
-91.8493018996779,40.3765726515063,"DKC63-33RIB",38.4262,5.4413,4.75
-91.8493023996779,40.3765535515063,"DKC63-33RIB",38.4482,5.4382,4.75
-91.8493024996778,40.3765344515063,"DKC63-33RIB",38.4202,5.4422,4.75
-91.8493029996778,40.3765153515063,"DKC63-33RIB",38.4212,5.442,4.76
-91.8493032996778,40.3764962515063,"DKC63-33RIB",38.4522,5.4376,4.76
-91.8493033996779,40.3764770515063,"DKC63-33RIB",38.4232,5.4417,4.76
-91.8493039996778,40.3764580515063,"DKC63-33RIB",38.4382,5.4396,4.76
-91.8493042996779,40.3764390515063,"DKC63-33RIB",38.4622,5.4362,4.75
-91.8493041996778,40.3764200515063,"DKC63-33RIB",38.4772,5.4341,4.74
-91.8493045996779,40.3764008515063,"DKC63-33RIB",38.4782,5.434,4.75
-91.8493047996779,40.3763818515063,"DKC63-33RIB",38.4472,5.4383,4.75
-91.8493053996778,40.3763627515063,"DKC63-33RIB",38.4502,5.4379,4.76
-91.8493053996778,40.3763435515063,"DKC63-33RIB",38.4422,5.4391,4.76
-91.8493057996779,40.3763245515063,"DKC63-33RIB",38.1002,5.4879,4.76
-91.8493062996778,40.3763053515063,"DKC63-33RIB",37.9152,5.5147,4.76
-91.8493066996779,40.3762862515063,"DKC63-33RIB",37.5042,5.5751,4.76
-91.8493068996779,40.3762671515063,"DKC63-33RIB",37.5552,5.5675,4.76
-91.8493071996779,40.3762480515063,"DKC63-33RIB",37.3381,5.5999,4.76
-91.8493073996779,40.3762288515063,"DKC63-33RIB",37.4471,5.5836,4.77
-91.8493077996778,40.3762098515063,"DKC63-33RIB",37.3111,5.6039,4.76
-91.8493078996779,40.3761907515063,"DKC63-33RIB",36.9321,5.6614,4.76
-91.8493081996778,40.3761721515063,"DKC63-33RIB",37.7662,5.5364,4.73
-91.8493085996779,40.3761568515063,"DKC63-33RIB",38.4402,5.4393,3.92
-91.8493088996779,40.3761404515063,"DKC63-33RIB",42.9822,4.8645,4.22
-91.8493089996778,40.3761247515063,"DKC63-33RIB",42.4962,4.9202,3.96
-91.8493091996778,40.3761090515063,"DKC63-33RIB",41.7052,5.0135,3.97
-91.8493092996779,40.3760951515063,"DKC63-33RIB",41.2882,5.0641,3.8
-91.8493096996778,40.3760834515063,"DKC63-33RIB",41.3152,5.0608,3.34
-91.8491628996779,40.3761081515063,"DKC63-33RIB",41.3152,5.0608,3.57
-91.8491632996779,40.3761229515063,"DKC63-33RIB",41.3152,5.0608,3.59
-91.8491631996778,40.3761293515063,"DKC63-33RIB",41.3152,5.0608,3.68
-91.8491628996779,40.3761596515063,"DKC63-33RIB",41.3152,5.0608,4.75
-91.8491627996778,40.3761748515063,"DKC63-33RIB",41.3152,5.0608,4.77
-91.8491627996778,40.3761938515063,"DKC63-33RIB",37.8172,5.5289,4.75
-91.8491625996779,40.3762090515063,"DKC63-33RIB",36.5721,5.7172,4.78
-91.8491619996778,40.3762280515063,"DKC63-33RIB",37.1401,5.6297,4.74
-91.8491637996779,40.3761131515063,"DKC63-33RIB",37.1401,5.6297,3.51
-91.8491636996778,40.3761299515063,"DKC63-33RIB",24.9161,8.3917,4.11
-91.8491632996779,40.3761475515063,"DKC63-33RIB",24.9161,8.3917,4.22
-91.8491627996778,40.3761663515063,"DKC63-33RIB",29.0021,7.2094,4.41
-91.8491627996778,40.3761847515063,"DKC63-33RIB",31.0171,6.7411,4.52
-91.8491622996778,40.3762036515063,"DKC63-33RIB",32.2441,6.4846,4.65
-91.8491619996778,40.3762221515063,"DKC63-33RIB",33.2701,6.2846,4.64
-91.8491615996778,40.3762409515063,"DKC63-33RIB",33.8751,6.1723,4.66
-91.8491610996778,40.3762600515063,"DKC63-33RIB",34.2581,6.1033,4.69
-91.8491608996779,40.3762790515063,"DKC63-33RIB",34.7111,6.0237,4.72
-91.8491604996779,40.3762980515063,"DKC63-33RIB",35.0021,5.9736,4.74
