280.776,280.776,252.4194,249.7007,277.137
235.7228,263.8438,277.4582,236.9115,336.0159
224.4077,228.5856,246.7589,249.9432,248.4691
247.1351,247.1351,247.1351,247.1351,253.4668
254.1598,260.5592,260.154,224.62,247.4617
250.0498,236.8969,220.1932,226.6259,241.5117
240.5425,249.2052,250.1046,248.8326,253.4554
254.9181,235.3824,234.4538,226.0921,231.4599
227.6759,217.2242,242.029,221.3695,209.9491
218.0939,216.6069,222.801,238.2845,235.0832
254.1974,244.8737,240.6374,222.2327,244.3245
243.0795,221.9337,235.9824,231.6725,228.1109
240.7722,242.8849,260.1652,272.9599,266.6965
253.8025,249.5807,243.9886,231.099,229.0227
235.6408,248.908,234.216,264.4621,277.6393
250.975,245.9155,231.4615,233.7316,238.504
260.6401,264.3358,236.3356,234.6442,219.9231
236.0814,254.7011,264.0497,265.3113,260.8976
254.3247,227.5549,229.034,232.1079,234.4057
231.8523,226.2702,231.0178,234.9662,247.1101
255.9498,259.718,233.6589,257.2996,242.072
239.411,255.3915,247.5589,233.8851,234.1593
232.6266,230.6569,243.395,247.28,237.4184
254.6713,233.1188,245.2683,260.7104,246.5482
223.2836,221.6996,220.984,215.8293,250.5515
246.2003,263.4828,230.3711,240.3295,250.3579
237.1816,237.5941,242.4028,234.9218,223.4317
228.6314,250.8156,242.6428,219.6795,235.3784
231.4222,231.9101,223.149,234.1783,250.5023
239.9339,238.4963,230.4566,239.6063,224.8169
241.8454,244.7071,239.5653,223.8568,216.5854
216.4264,230.3806,234.2536,259.1226,257.2888
235.7981,250.7687,249.8667,237.2498,238.1112
244.959,234.1372,247.1759,267.3559,272.1852
237.1481,230.2914,214.757,243.177,261.0758
239.7459,245.9655,256.4917,239.1403,226.9777
232.3677,228.0776,257.5075,280.0323,205.9974
227.117,199.0867,206.9833,270.3027,282.7133
255.4921,259.5562,224.2155,221.5014,171.2813
91.35907,91.35907,91.35907,91.35907,99.41671
99.41671,99.41671,195.2356,211.7291,198.1012
208.6891,208.6891,226.3183,203.9,187.5286
147.2171,230.9494,208.2315,242.9268,185.582
180.864,201.9831,209.008,212.5793,219.0874
191.218,207.4715,206.3057,228.5937,231.9908
243.4173,256.9254,251.4879,236.9884,218.6144
211.3416,210.1962,204.5845,194.8468,177.6872
207.5541,199.7663,201.5473,202.7292,215.313
205.922,199.7596,176.0272,184.6185,188.7409
193.0347,196.643,192.3338,182.8986,178.8765
172.0591,173.8118,178.2559,192.435,188.9621
174.2708,165.9784,182.5912,186.6961,181.3434
201.5021,201.3934,195.1019,197.5672,188.7082
187.6719,198.6822,199.4776,206.4588,213.2251
214.8537,219.5979,215.2095,213.9995,210.0311
198.3096,208.3561,203.407,212.0399,219.4248
206.4253,203.6093,211.6766,220.5947,228.7382
221.9555,233.4849,234.1537,219.2391,240.2828
239.978,268.9436,242.9159,219.6088,209.3307
213.8165,213.3123,222.1371,219.4633,296.455
289.2392,290.2316,167.7114,166.7685,138.5453
157.837,177.9174,239.2053,239.2053,134.5475
171.655,151.7195,187.1235,159.0356,168.9442
191.3341,201.9645,200.2219,202.9076,197.7642
233.4706,235.5459,221.1063,218.4926,234.8958
230.8882,211.0927,208.567,231.3236,226.9998
232.8594,235.3494,227.1375,230.3127,220.7357
208.5407,209.8048,195.5934,198.4433,193.7044
213.5995,230.8508,222.5696,231.0768,231.8683
213.3058,217.9194,203.8156,228.2572,228.9287
223.309,223.4061,218.4281,210.2744,218.2087
225.7128,231.4761,212.7163,213.3162,215.004
211.7454,213.9764,200.4139,186.7129,225.342
224.901,233.4574,218.3454,222.789,235.9403
232.1294,225.3645,235.8931,231.8728,227.8047
227.3223,253.8365,235.9505,213.6728,229.2502
237.331,229.4082,228.8244,219.6088,216.9855
213.773,214.2644,232.843,230.9646,245.6468
224.2723,226.5285,243.2581,227.3342,267.4554
251.6712,226.7536,263.6623,255.0466,270.6486
236.1795,266.7301,251.2159,252.6609,251.8821
298.3094,208.7764,208.7764,208.7764,208.7764
243.67,243.6897,229.2442,242.8346,237.3532
226.255,199.9371,212.2683,207.7223,219.5806
301.0624,291.2013,214.9822,224.1264,233.7653
241.2889,234.1942,218.2309,221.3761,251.5985
210.6681,213.1746,219.6948,217.2615,259.4564
230.5354,229.623,245.2896,224.791,218.251
225.9753,218.2541,237.1045,239.7011,239.5912
219.8314,224.8693,221.7696,218.2107,249.3698
218.4765,215.9796,219.4132,232.2924,218.349
247.4926,234.7308,241.4061,237.3096,237.7855
231.8911,220.4065,218.1528,225.5788,256.9471
254.7783,247.8092,246.9566,232.2571,219.5584
214.9175,230.4207,226.5732,220.6902,219.7597
231.7212,231.6361,226.0212,228.6611,243.3155
257.792,258.84,264.7563,270.0774,219.0127
217.8154,238.1021,237.6091,237.6534,233.4674
242.5911,225.1816,225.4665,231.6714,230.6897
231.6778,230.4967,233.582,244.4213,243.9005
237.863,230.0061,237.4404,237.6775,241.6352
214.7002,213.8569,214.813,219.7195,205.1171
215.5203,229.6411,232.9299,255.9683,273.9694
245.5883,233.6186,240.0448,249.9772,227.6574
226.8207,228.6746,223.4753,219.333,267.6433
263.9081,324.5465,329.1695,329.2132,216.8236
214.6993,211.0192,153.6352,171.9858,180.1188
116.8951,238.7884,252.0375,230.728,196.4148
250.1937,252.5177,244.9919,231.0947,229.8341
230.0569,224.6481,216.2521,207.8396,226.244
226.6585,224.8859,231.1904,227.0028,260.3628
232.4306,237.9752,228.0357,215.3591,223.4778
221.753,213.9209,227.532,229.5743,211.6393
222.9545,214.5489,214.9912,218.6175,240.2603
