"long","lat","yield"
-91.8499771652947,40.3770693848343,241.008239146471
-91.8499767342947,40.3770824258343,263.403603446231
-91.8499761562947,40.3770955248343,247.456904415181
-91.8499765062947,40.3771087598343,245.130127757315
-91.8499762922947,40.3771218228343,267.329205995312
-91.8499761732947,40.3771348298343,270.009287732202
-91.8499750042947,40.3771478398343,251.912460240813
-91.8499746412947,40.3771610178343,248.85163881572
-91.8499751002947,40.3771741178343,255.31309694124
-91.8499753962947,40.3771872058343,255.709418307836
-91.8499757002947,40.3772002748343,228.527247499277
-91.8499757302947,40.3772133288343,221.936005983536
-91.8499756222947,40.3772264218343,220.412362973447
-91.8499753392947,40.3772393618343,217.25614077793
-91.8499749742947,40.3772523398343,219.115439281953
-91.8499742722947,40.3772651928343,240.073582373404
-91.8499744322947,40.3772781938343,236.40453308287
-91.8499745672947,40.3772911718343,233.958794316806
-91.8499745752947,40.3773041348343,239.003582953482
-91.8499743682947,40.3773171488343,235.830508243683
-91.8499741202946,40.3773300408343,211.119141666089
-91.8499737822946,40.3773428728343,208.695946547044
-91.8499735682946,40.3773558508343,237.914079698777
-91.8499735962946,40.3773687738343,239.935278289382
-91.8499734642946,40.3773815608343,223.093606431581
-91.8499734392946,40.3773942968343,247.876966174249
-91.8499731702946,40.3774070418343,240.352124969761
-91.8499729222946,40.3774199148343,238.965474774084
-91.8499725882946,40.3774326848343,226.488097224822
-91.8499725382946,40.3774455938343,223.442966229293
-91.8499726152946,40.3774584188343,230.125624796732
-91.8499726002946,40.3774713838343,248.3180101356
-91.8499725222946,40.3774843798343,233.009896912324
-91.8499723742946,40.3774975218343,241.426474078754
-91.8499724132946,40.3775105178344,227.692437744509
-91.8499721922946,40.3775235798343,228.268985534362
-91.8499717432946,40.3775367848343,236.770650752773
-91.8499713412946,40.3775501038344,229.418275920462
-91.8499710222947,40.3775634718343,235.109677856881
-91.8499706512947,40.3775767988343,233.458397227041
-91.8499704812946,40.3775903088343,228.060356904773
-91.8499703552946,40.3776037538344,226.956138299405
-91.8499708272946,40.3776173068344,212.768539088937
-91.8499711232946,40.3776308958343,221.0138576989
-91.8499706712946,40.3776443538343,217.052379419744
-91.8499704622946,40.3776578808343,229.860345836746
-91.8499702072946,40.3776714978343,246.400737166913
-91.8499698412946,40.3776851188343,243.96123919405
-91.8499696562946,40.3776987468343,241.567018287425
-91.8499691822946,40.3777123078343,247.611304712937
-91.8499688422946,40.3777258208343,225.811341195837
-91.8499689492946,40.3777393188343,223.878735913773
-91.8499690762946,40.3777528718343,238.825033455228
-91.8499689172946,40.3777663488344,221.078977906474
-91.8499687882946,40.3777798018344,228.030526585074
-91.8499684572947,40.3777933388344,227.172673826906
-91.8499678992947,40.3778067528344,219.268353678627
-91.8499677412946,40.3778202578344,231.71605593321
-91.8499674122946,40.3778337098343,209.565155235301
-91.8499672142947,40.3778472468343,221.919035867651
-91.8499668372946,40.3778606278344,243.493311270706
-91.8499666152946,40.3778740688344,234.931290857152
-91.8499664102946,40.3778875758344,232.350830491097
-91.8499661702946,40.3779009648344,230.73143744202
-91.8499659112946,40.3779144528344,228.359696560672
-91.8499652702946,40.3779277208344,236.283715734269
-91.8499646242946,40.3779411328344,223.88858334873
-91.8499643182946,40.3779545478343,233.93399101172
-91.8499639862946,40.3779678958344,230.99019081241
-91.8499634272946,40.3779812118344,231.959602119474
-91.8499629612946,40.3779946058344,224.692624227185
-91.8499628062946,40.3780079678343,225.175794795897
-91.8499629232946,40.3780212608344,221.829336716514
-91.8499633102946,40.3780346418344,225.571192434681
-91.8499630512946,40.3780479378344,219.043982061342
-91.8499626712946,40.3780611448344,231.467646196764
-91.8499622642946,40.3780745558344,230.561997030276
-91.8499619922946,40.3780878208344,231.959355008356
-91.8499613712946,40.3781011278344,241.892234402544
-91.8499611922946,40.3781142278344,220.880718785753
-91.8499608992946,40.3781274578344,226.676464306423
-91.8499608042946,40.3781406538344,233.662056544397
-91.8499608522946,40.3781539858344,224.257739534159
-91.8499612542946,40.3781672578343,225.152282256904
-91.8499615052946,40.3781804638344,218.532820634073
-91.8499614232946,40.3781936988344,218.302327545795
-91.8499609582946,40.3782068058344,216.155418447195
-91.8499607312946,40.3782199558344,209.327394847666
-91.8499609412946,40.3782331698343,224.637042069286
-91.8499606992946,40.3782462608343,234.648472504143
-91.8499604502946,40.3782594758344,244.947773342977
-91.8499602492946,40.3782726878344,259.333226741131
-91.8499598532946,40.3782858258344,243.623303750941
-91.8499590422946,40.3782989358344,237.932035297259
-91.8499592982946,40.3783120678343,250.623977815634
-91.8499594022946,40.3783253548343,230.536773193929
-91.8499594382946,40.3783385778344,235.765491657603
-91.8499594512946,40.3783517278344,236.694026170563
-91.8499594212946,40.3783649928343,226.814661425382
-91.8499592412946,40.3783781838344,235.978199930235
-91.8499589432946,40.3783914018343,213.075565326564
-91.8499586342946,40.3784047218344,221.455706088402
-91.8499582672946,40.3784179898343,228.182654973243
-91.8499581362946,40.3784313378344,221.592322386631
-91.8499576662946,40.3784445458344,237.048688454209
-91.8499574562946,40.3784578748344,227.574378444833
-91.8499571562946,40.3784711988343,244.560353418994
-91.8499570842946,40.3784845128343,241.274254859959
-91.8499564592946,40.3784977248343,234.52962199894
-91.8499560042946,40.3785109278344,227.170296770712
-91.8499553712946,40.3785241818344,225.988295381086
-91.8499551472946,40.3785372528343,232.693809043359
-91.8499547442946,40.3785503668343,227.235274551031
-91.8499543062946,40.3785634928343,229.626918872904
-91.8499545072946,40.3785766448344,218.091056683436
-91.8499551632946,40.3785899128343,219.045773852083
-91.8499548952946,40.3786030898343,209.161977018561
-91.8499545462946,40.3786161348343,214.244416312997
-91.8499542262946,40.3786293928344,220.27731162668
-91.8499534112946,40.3786424798344,244.501004053739
-91.8499529842946,40.3786556988344,244.340700569861
-91.8499526632946,40.3786688958344,215.423445321406
-91.8499517562946,40.3786820838343,225.924446703873
-91.8499514332946,40.3786952158344,242.101344997458
-91.8499512722946,40.3787084488343,246.692028265974
-91.8499513762946,40.3787216908344,244.08245977342
-91.8499520242946,40.3787347488343,234.362548568777
-91.8499522152946,40.3787477318344,242.119443388341
-91.8499530892946,40.3787607808344,237.024365874182
-91.8499538122946,40.3787738898343,212.166686218846
-91.8499533192946,40.3787868278343,220.078298206927
-91.8499534412946,40.3787998038344,220.241524700388
-91.8499534782946,40.3788128178343,229.925463781322
-91.8499524582946,40.3788258198343,243.387394888553
-91.8499514042946,40.3788388428344,252.267169531666
-91.8499507522946,40.3788520298343,236.334796357136
-91.8499502052946,40.3788651788343,231.914189048124
-91.8499501462946,40.3788781758343,214.042390329819
-91.8499501102946,40.3788912338344,213.179582722843
-91.8499498932946,40.3789042528343,220.238331372447
-91.8499498432946,40.3789173318343,225.385247868816
-91.8499496312946,40.3789302738343,213.572819801899
-91.8499492872946,40.3789433188343,215.411027295389
-91.8499491982946,40.3789563938343,228.01756658239
-91.8499491712946,40.3789693758343,230.774450834159
-91.8499491692946,40.3789822238343,229.462369877602
-91.8499491202946,40.3789952128343,222.640569728304
-91.8499490392946,40.3790080418343,239.773866375704
-91.8499488762946,40.3790209998343,298.007761145848
-91.8499485732947,40.3790338798343,300.036506759644
-91.8499485442946,40.3790467488343,306.928319984073
-91.8499482172947,40.3790595158343,277.852545087281
-91.8499475382947,40.3790723468343,272.646708255787
-91.8499469762947,40.3790851908343,260.560475601305
-91.8499466122947,40.3790982258343,240.648896296991
-91.8499464502947,40.3791110788343,241.843098082388
-91.8499464382947,40.3791240058343,245.092968486023
-91.8499462402947,40.3791369128343,232.745698129661
-91.8499460892947,40.3791497718343,215.487036920644
-91.8499455742947,40.3791628238343,197.160773417631
-91.8499450652947,40.3791757708344,243.974199879166
-91.8499449382947,40.3791888698344,239.572032354169
-91.8500218542946,40.3791860508343,152.95511175821
-91.8500226112946,40.3791701148343,183.065875961412
-91.8500230712946,40.3791546838343,201.270908849653
-91.8500239002946,40.3791392658343,205.137124925482
-91.8500241262946,40.3791239798343,209.583512486163
-91.8500249112946,40.3791086858343,223.702707004565
-91.8500252162946,40.3790932528343,241.96274014568
-91.8500253642946,40.3790779148343,247.681805125582
-91.8500254452946,40.3790629518343,253.087723506771
-91.8500253002946,40.3790480568343,226.126115495695
-91.8500255712946,40.3790331398343,228.440858158611
-91.8500257812946,40.3790182318344,224.670778802163
-91.8500261582946,40.3790034608344,228.182961426222
-91.8500266782946,40.3789886318343,224.171819363122
-91.8500271392946,40.3789738418344,218.152638435053
-91.8500275342946,40.3789589448344,205.686894435634
-91.8500278842946,40.3789441638343,207.837521334593
-91.8500281342946,40.3789293768343,209.978515345918
-91.8500280662946,40.3789144518343,208.293284141741
-91.8500275572946,40.3788995168344,204.769793452562
-91.8500274782946,40.3788848198344,209.689314216658
-91.8500275212946,40.3788699598343,232.327245300383
-91.8500273922946,40.3788550608344,235.327832888797
-91.8500277212946,40.3788403078344,220.04324145134
-91.8500284322946,40.3788256238343,216.363335008488
-91.8500285642946,40.3788108728344,206.555846999712
-91.8500296612946,40.3787961648343,211.256488928344
-91.8500299352946,40.3787814678343,210.723755543194
-91.8500302702946,40.3787666918343,217.017207752241
-91.8500306082946,40.3787520768343,219.628391093016
-91.8500306862946,40.3787371898344,219.844863819499
-91.8500311392946,40.3787225458343,215.231905404178
-91.8500315452946,40.3787077168344,209.782124316058
-91.8500316652946,40.3786929388343,205.091787067233
-91.8500313002946,40.3786782328343,203.325628988507
-91.8500311322946,40.3786635008343,222.619527279099
-91.8500314042946,40.3786487818344,209.668062365988
-91.8500314422946,40.3786341788344,225.356860331348
-91.8500317022946,40.3786195368344,230.790738424748
-91.8500319412946,40.3786049798344,225.003100061496
-91.8500321662946,40.3785903298344,224.622552808315
-91.8500324292946,40.3785755778344,205.477074907534
-91.8500326062946,40.3785608388344,238.237397212351
-91.8500330442946,40.3785460248344,219.931817828324
-91.8500329812946,40.3785312658344,210.401718846915
-91.8500326802946,40.3785164888344,208.383644155808
-91.8500332092946,40.3785018968344,213.944310894448
-91.8500333172946,40.3784872918344,208.96819261612
-91.8500338232946,40.3784727428344,213.695405671674
-91.8500343172946,40.3784581348344,205.063184118894
-91.8500348892946,40.3784435768344,239.261762988993
-91.8500353352946,40.3784290308344,231.777436994419
-91.8500356452946,40.3784145998344,222.294813013692
-91.8500359672946,40.3784000568344,223.760071802288
-91.8500365242946,40.3783854928344,225.292063224278
-91.8500367462946,40.3783709338344,217.653702408888
-91.8500368492946,40.3783562678344,216.756297336961
-91.8500372822946,40.3783416648344,218.85618278047
-91.8500375492946,40.3783270498344,207.965459037972
-91.8500374852946,40.3783123888344,225.22377556637
-91.8500376892946,40.3782977888344,209.846103994038
-91.8500375822946,40.3782832388344,210.10714724395
-91.8500376752946,40.3782686218344,207.317374952615
-91.8500379442946,40.3782541078344,205.479166227891
-91.8500380442946,40.3782395228344,214.32942502108
-91.8500381072946,40.3782248278344,211.145884719682
-91.8500388722946,40.3782103768344,223.633509324016
-91.8500393012946,40.3781958008344,231.246387912195
-91.8500395082946,40.3781811128344,219.103662365466
-91.8500394412946,40.3781665378344,227.774013529421
-91.8500395722946,40.3781518738344,219.862872370517
-91.8500394752946,40.3781371748344,249.106299890927
-91.8500394932946,40.3781224548344,242.418182276556
-91.8500395742946,40.3781076678344,228.509114520889
-91.8500395352946,40.3780928728344,218.285004914612
-91.8500390842946,40.3780785658344,225.404948730804
-91.8500393302945,40.3780648808344,220.222227652166
-91.8500397912945,40.3780513398344,224.078972570794
-91.8500399272945,40.3780375648344,225.487532851747
-91.8500398972946,40.3780239798344,244.326433714763
-91.8500405262945,40.3780102718344,245.654829179482
-91.8500408962945,40.3779967758344,239.935535541135
-91.8500411182945,40.3779831358344,247.711423174286
-91.8500415922945,40.3779695308344,232.421930859466
-91.8500421182945,40.3779559618344,222.711548552115
-91.8500424292945,40.3779423738344,220.808392660712
-91.8500424512945,40.3779285778344,216.191160498918
-91.8500426162945,40.3779149488344,217.078317174727
-91.8500425962945,40.3779013178344,235.528265510044
-91.8500429582945,40.3778875648344,226.465984126701
-91.8500433662945,40.3778738128344,223.068433091195
-91.8500435752945,40.3778600638344,202.514347953347
-91.8500439782945,40.3778463768344,235.822337597185
-91.8500440522945,40.3778327018344,245.537930021015
-91.8500442602945,40.3778189708344,233.466423205778
-91.8500446712945,40.3778053198344,235.947800339523
-91.8500451642945,40.3777915818344,237.059967321793
-91.8500456232945,40.3777778378344,224.292696293358
-91.8500459282945,40.3777640328344,218.14648526683
-91.8500463062945,40.3777503198344,213.609447791322
-91.8500467432945,40.3777365688344,223.048304864295
-91.8500467352945,40.3777228968344,220.788288718211
-91.8500465702945,40.3777091118344,209.049510255791
-91.8500467222945,40.3776953358344,209.677155058994
-91.8500467392945,40.3776815308344,211.471479108583
-91.8500467532945,40.3776677558344,217.253374150438
-91.8500469462945,40.3776539338344,215.823408679953
-91.8500471192945,40.3776402748344,210.797464141472
-91.8500476022945,40.3776265608344,212.752649000414
-91.8500478702945,40.3776127478344,231.90399140691
-91.8500479902945,40.3775990318344,231.265332505204
-91.8500482862945,40.3775851908344,238.80279211833
-91.8500486272945,40.3775713878344,221.960642772226
-91.8500489442945,40.3775575778344,250.10319804278
-91.8500491122945,40.3775436338344,247.343890216251
-91.8500493542945,40.3775296978344,226.496742129516
-91.8500493772945,40.3775158488344,235.351766215716
-91.8500492722945,40.3775018598344,230.204991414326
-91.8500492392945,40.3774878538344,207.805400811432
-91.8500495602945,40.3774739348344,217.932254056466
-91.8500499272945,40.3774600358344,206.400700490375
-91.8500501602945,40.3774461088344,216.870653783728
-91.8500507432945,40.3774321488344,229.970023241402
-91.8500507422945,40.3774181228344,221.51049204396
-91.8500508022945,40.3774039918344,232.225364329571
-91.8500510592945,40.3773898468344,230.094211993505
-91.8500512972945,40.3773755848344,224.264373927165
-91.8500511382945,40.3773613348344,236.118692795149
-91.8500511392945,40.3773468448344,215.261882463721
-91.8500515082945,40.3773323428344,213.120849672339
-91.8500515922945,40.3773178068344,213.66201091542
-91.8500514282945,40.3773031378344,205.965830381443
-91.8500521412945,40.3772886458344,214.331930033606
-91.8500530262945,40.3772741118344,203.196889241093
-91.8500532512945,40.3772594538344,217.448332410949
-91.8500533202945,40.3772451878344,219.874162179379
-91.8500535322945,40.3772312618344,209.857288200131
-91.8500538182945,40.3772174338344,224.873596188873
-91.8500538342945,40.3772033878344,236.693912574511
-91.8500540422945,40.3771894698344,231.468507300231
-91.8500543422945,40.3771754878344,235.654310105543
-91.8500540612945,40.3771615268344,231.103711350165
-91.8500542172945,40.3771474508344,226.735219737425
-91.8500546212945,40.3771335908344,239.105218357157
-91.8500548002945,40.3771196948344,219.05314954903
-91.8500549862945,40.3771058628344,224.242779405666
-91.8500552022945,40.3770918338344,212.09400080261
-91.8500552572945,40.3770778358344,227.22042577874
-91.8500551752945,40.3770637328344,229.344640124557
-91.8500554382945,40.3770498048344,209.142769016607
-91.8500556382945,40.3770354328344,209.180559097184
-91.8500560072946,40.3770209878344,209.570534162173
-91.8500562532946,40.3770064768344,232.150453951392
-91.8500568812945,40.3769921568344,237.279468712954
-91.8500573372945,40.3769777428344,241.885283609979
-91.8500571282945,40.3769633078344,245.4575753751
-91.8500573732945,40.3769489148344,220.031242301897
-91.8500572902945,40.3769345198344,219.747259404114
-91.8500569132945,40.3769201108344,240.228996060694
-91.8500566192945,40.3769057958344,223.632689862513
-91.8500570012945,40.3768915038344,227.392123162602
-91.8500570622945,40.3768772868344,208.243439595031
-91.8500575722945,40.3768629098344,214.580883854134
-91.8500582222945,40.3768486438344,214.01748115012
-91.8500587572945,40.3768343898344,219.533728292221
-91.8500589002945,40.3768201528344,229.029855163271
-91.8500594222945,40.3768060218344,232.966951681619
-91.8500596282945,40.3767918518344,245.195239139445
-91.8500594202945,40.3767775268344,240.777243368758
-91.8500594282945,40.3767632858344,228.040379828446
-91.8500598742945,40.3767491108344,220.269442787679
-91.8500602162945,40.3767348858344,218.86065438598
-91.8500604082945,40.3767205588344,222.299373412677
-91.8500609932945,40.3767064668344,236.665066582453
-91.8500617592945,40.3766923448344,232.830484976698
-91.8500620752945,40.3766781828344,241.096231235437
-91.8500620752945,40.3766639308344,227.529637770434
-91.8500621092945,40.3766497658344,219.507184763702
-91.8500625812945,40.3766356758344,217.228192015793
-91.8500623602945,40.3766213948344,213.101464269596
-91.8500622662945,40.3766071408344,230.32832161255
-91.8500624902945,40.3765929648344,240.8172515237
-91.8500623822945,40.3765786588344,227.002031139853
-91.8500621442945,40.3765643758344,241.271654815347
-91.8500619962945,40.3765502868344,236.797298604342
-91.8500619092945,40.3765361008344,237.810067530378
-91.8500622462945,40.3765219728344,227.834229440198
-91.8500626692945,40.3765078028344,232.985221119345
-91.8500631792945,40.3764936718344,232.726967591265
-91.8500635942945,40.3764794318344,240.295488635788
-91.8500641232945,40.3764654328344,226.415476402771
-91.8500644732945,40.3764513648344,218.548553750988
-91.8500648662945,40.3764372378344,198.921366212779
-91.8500650222945,40.3764229998344,231.794304273923
-91.8500652252945,40.3764090168344,236.62345308361
-91.8500652722945,40.3763949358344,224.49719586749
-91.8500655082945,40.3763806848344,233.263961808249
-91.8500656312945,40.3763665628344,245.861650007438
-91.8500663592945,40.3763524338344,241.339764725263
-91.8500667622945,40.3763382788344,244.616841628857
-91.8500664712945,40.3763239968344,226.583374677418
-91.8500664832945,40.3763099158344,231.497120845854
-91.8500663662945,40.3762958448344,290.887306513358
-91.8500661632945,40.3762816338344,302.142385681816
-91.8500664692945,40.3762675528344,330.826548141978
-91.8500665422945,40.3762534618344,286.195989265003
-91.8500669242945,40.3762392038344,262.135170654244
-91.8500672792945,40.3762250778344,250.555242759796
-91.8500673492945,40.3762108468344,238.365033755541
-91.8500676522945,40.3761967878344,234.874772085243
-91.8500680782945,40.3761825528344,246.881461496461
-91.8500684902945,40.3761684598344,251.710082260527
-91.8500693372945,40.3761544628344,213.01608368871
-91.8500698332945,40.3761403978344,211.809716756224
-91.8500704272945,40.3761262408344,264.945070778527
-91.8500717622945,40.3761122928343,267.730341993769
-91.8501352102945,40.3761137408344,156.353548284432
-91.8501351552945,40.3761265848344,189.605937241606
-91.8501359352945,40.3761393888344,223.914043716729
-91.8501362282945,40.3761520368344,243.525580448156
-91.8501361482945,40.3761646748344,247.871174075555
-91.8501355162945,40.3761772548344,252.612424713462
-91.8501350252945,40.3761901788344,260.397304579346
-91.8501351082945,40.3762034708344,250.09510004047
-91.8501346992945,40.3762169948344,249.019847812768
-91.8501358482945,40.3762305568344,228.615118770872
-91.8501360782945,40.3762440628344,254.689300334787
-91.8501356382945,40.3762573888344,247.521403542728
-91.8501354502945,40.3762711068344,236.009103689044
-91.8501354322945,40.3762844358344,247.812150633553
-91.8501354122945,40.3762979188344,254.853653600525
-91.8501343952945,40.3763112358344,263.891121285834
-91.8501334122945,40.3763245558344,252.107514904579
-91.8501326302945,40.3763377678344,242.369220523336
-91.8501321612945,40.3763512078344,234.782367790584
-91.8501317562945,40.3763646558344,239.753093008698
-91.8501319282945,40.3763780298344,242.284058061188
-91.8501318022945,40.3763913628344,266.666310447675
-91.8501323732945,40.3764049118344,239.403457197805
-91.8501319722945,40.3764182218344,272.204046569551
-91.8501311112945,40.3764314638344,282.114781203007
-91.8501309282945,40.3764448148344,234.708663968021
-91.8501314592945,40.3764582178344,245.189151380332
-91.8501323362945,40.3764715428344,244.956455977607
-91.8501320902945,40.3764848968344,244.562582624254
-91.8501322012945,40.3764983068343,244.481845093531
-91.8501314322945,40.3765116038344,237.244611778386
-91.8501305022945,40.3765249378344,241.696982499531
-91.8501298542945,40.3765382748344,221.87209447417
-91.8501298252945,40.3765515658344,220.089242156728
-91.8501295072945,40.3765648988344,256.138558566337
-91.8501287412945,40.3765781538344,253.450282578668
-91.8501285202945,40.3765914658344,258.127982453763
-91.8501283302945,40.3766046208344,243.511359168081
-91.8501286372945,40.3766179048343,246.94775327631
-91.8501284422945,40.3766311068344,249.235677905407
-91.8501286342945,40.3766443558343,243.182237248534
-91.8501290412945,40.3766576168344,240.347253230738
-91.8501290822945,40.3766708448344,217.485754852515
-91.8501283042945,40.3766840848344,255.611419283017
-91.8501280882945,40.3766973468343,256.869231278033
-91.8501275772945,40.3767106498344,233.419684663885
-91.8501270262945,40.3767237868344,232.31009019543
-91.8501264452945,40.3767371678344,226.886800280012
-91.8501261772946,40.3767508418344,223.395399940203
-91.8501260402946,40.3767643998344,245.582558942276
-91.8501257682946,40.3767779768344,237.23954371676
-91.8501257172946,40.3767915998344,263.434171863492
-91.8501255262946,40.3768051608344,268.148229594907
-91.8501253052946,40.3768187498344,247.224164504291
-91.8501254592946,40.3768324728344,246.934474190097
-91.8501255352946,40.3768460228344,245.20012951518
-91.8501258642946,40.3768596868344,236.569514703056
-91.8501259472946,40.3768733068344,239.036949088315
-91.8501260432946,40.3768869858344,228.544542319848
-91.8501257592946,40.3769006508344,228.811943254725
-91.8501250352946,40.3769142378344,221.571284220944
-91.8501244302946,40.3769279748344,219.40693983909
-91.8501239032946,40.3769417758344,215.369080589973
-91.8501236742946,40.3769554398344,205.80833350071
-91.8501240372946,40.3769691858344,250.21208206623
-91.8501243352946,40.3769828068344,240.502991790676
-91.8501242962946,40.3769964038344,232.442100369077
-91.8501240672946,40.3770099818344,238.657047039894
-91.8501236582946,40.3770236218344,230.52893940499
-91.8501231992946,40.3770371438344,229.16927320407
-91.8501228132946,40.3770506288344,232.69235163815
-91.8501228482946,40.3770642888344,220.398562344083
-91.8501234772946,40.3770778148344,231.574931133859
-91.8501232522946,40.3770913838344,239.359405433151
-91.8501224352946,40.3771049978344,221.077828414442
-91.8501224892946,40.3771185128343,222.82509240102
-91.8501232852946,40.3771320818343,207.678227226531
-91.8501234302946,40.3771457048343,220.142852107001
-91.8501235952946,40.3771592228344,229.944992508808
-91.8501239512946,40.3771727148343,223.413508947959
-91.8501238592946,40.3771861368344,219.995653177876
-91.8501236712946,40.3771996148344,218.107397987414
-91.8501222032946,40.3772129978343,228.478475544575
-91.8501210202946,40.3772265308343,225.590223561659
-91.8501205672946,40.3772399418343,217.204849833338
-91.8501201232946,40.3772535958343,217.687249692925
-91.8501201572946,40.3772672278344,234.22421103065
-91.8501203042946,40.3772809068343,233.837466694146
-91.8501205872946,40.3772944278343,228.3034098364
-91.8501205732946,40.3773079038343,227.513483654423
-91.8501204752946,40.3773211968343,219.786299105842
-91.8501202692946,40.3773346278343,213.372918395713
-91.8501201042946,40.3773481078344,211.697477454106
-91.8501201632946,40.3773615688343,231.89116271252
-91.8501201032946,40.3773749928343,231.340726159422
-91.8501196522946,40.3773885828344,236.556398848109
-91.8501192302946,40.3774019358344,241.193315422119
-91.8501192942946,40.3774154668343,227.185935599532
-91.8501190732946,40.3774289928344,225.982069360797
-91.8501189042946,40.3774424968343,250.77279861097
-91.8501183522946,40.3774559588343,219.913380714486
-91.8501180932946,40.3774696688344,218.071522596135
-91.8501179522946,40.3774834918344,210.542509251524
-91.8501178522946,40.3774971788343,212.1774462332
-91.8501175692946,40.3775109398344,202.202757632142
-91.8501173542946,40.3775248558344,202.622797934939
-91.8501174192946,40.3775386948343,217.037847217373
-91.8501171962946,40.3775526368344,213.006268359723
-91.8501169722946,40.3775667198343,225.797074203649
-91.8501167122946,40.3775806888344,224.854587509866
-91.8501164192946,40.3775945718344,238.123083212758
-91.8501160912946,40.3776085318344,234.65386720587
-91.8501159042946,40.3776224388344,219.421056896398
-91.8501156052946,40.3776363878344,215.374569927467
-91.8501153672946,40.3776502448344,210.036526857972
-91.8501151532946,40.3776641198343,214.04699399122
-91.8501149132946,40.3776781168344,217.194195771
-91.8501145532946,40.3776919948344,218.63674999642
-91.8501140652946,40.3777059598344,219.17421804634
-91.8501134742946,40.3777198258344,197.478407725413
-91.8501126542946,40.3777336898344,227.827652587148
-91.8501124222946,40.3777476528344,215.120699108971
-91.8501121642946,40.3777616208344,206.186743855473
-91.8501118792946,40.3777754968344,223.932075977711
-91.8501113512946,40.3777894548344,229.128903433657
-91.8501108872946,40.3778033468344,235.708908443774
-91.8501104522946,40.3778172508344,237.063232431319
-91.8501101782946,40.3778312458344,236.558172538656
-91.8501102432946,40.3778451028344,228.937153882963
-91.8501103652946,40.3778589208344,239.051071535807
